date2,nsa2
"Saturday, January 7, 1967",346000
"Saturday, January 14, 1967",334000
"Saturday, January 21, 1967",277000
"Saturday, January 28, 1967",252000
"Saturday, February 4, 1967",274000
"Saturday, February 11, 1967",276000
"Saturday, February 18, 1967",247000
"Saturday, February 25, 1967",248000
"Saturday, March 4, 1967",326000
"Saturday, March 11, 1967",240000
"Saturday, March 18, 1967",225000
"Saturday, March 25, 1967",215000
"Saturday, April 1, 1967",223000
"Saturday, April 8, 1967",251000
"Saturday, April 15, 1967",289000
"Saturday, April 22, 1967",218000
"Saturday, April 29, 1967",216000
"Saturday, May 6, 1967",221000
"Saturday, May 13, 1967",188000
"Saturday, May 20, 1967",177000
"Saturday, May 27, 1967",170000
"Saturday, June 3, 1967",175000
"Saturday, June 10, 1967",188000
"Saturday, June 17, 1967",176000
"Saturday, June 24, 1967",178000
"Saturday, July 1, 1967",206000
"Saturday, July 8, 1967",322000
"Saturday, July 15, 1967",309000
"Saturday, July 22, 1967",282000
"Saturday, July 29, 1967",243000
"Saturday, August 5, 1967",250000
"Saturday, August 12, 1967",193000
"Saturday, August 19, 1967",174000
"Saturday, August 26, 1967",160000
"Saturday, September 2, 1967",163000
"Saturday, September 9, 1967",156000
"Saturday, September 16, 1967",165000
"Saturday, September 23, 1967",155000
"Saturday, September 30, 1967",154000
"Saturday, October 7, 1967",195000
"Saturday, October 14, 1967",159000
"Saturday, October 21, 1967",181000
"Saturday, October 28, 1967",174000
"Saturday, November 4, 1967",204000
"Saturday, November 11, 1967",201000
"Saturday, November 18, 1967",209000
"Saturday, November 25, 1967",200000
"Saturday, December 2, 1967",228000
"Saturday, December 9, 1967",258000
"Saturday, December 16, 1967",241000
"Saturday, December 23, 1967",289000
"Saturday, December 30, 1967",332000
"Saturday, January 6, 1968",357000
"Saturday, January 13, 1968",373000
"Saturday, January 20, 1968",293000
"Saturday, January 27, 1968",242000
"Saturday, February 3, 1968",308000
"Saturday, February 10, 1968",257000
"Saturday, February 17, 1968",214000
"Saturday, February 24, 1968",199000
"Saturday, March 2, 1968",198000
"Saturday, March 9, 1968",208000
"Saturday, March 16, 1968",179000
"Saturday, March 23, 1968",175000
"Saturday, March 30, 1968",165000
"Saturday, April 6, 1968",184000
"Saturday, April 13, 1968",167000
"Saturday, April 20, 1968",165000
"Saturday, April 27, 1968",216000
"Saturday, May 4, 1968",180000
"Saturday, May 11, 1968",164000
"Saturday, May 18, 1968",156000
"Saturday, May 25, 1968",148000
"Saturday, June 1, 1968",139000
"Saturday, June 8, 1968",149000
"Saturday, June 15, 1968",154000
"Saturday, June 22, 1968",152000
"Saturday, June 29, 1968",173000
"Saturday, July 6, 1968",266000
"Saturday, July 13, 1968",242000
"Saturday, July 20, 1968",216000
"Saturday, July 27, 1968",238000
"Saturday, August 3, 1968",235000
"Saturday, August 10, 1968",222000
"Saturday, August 17, 1968",160000
"Saturday, August 24, 1968",148000
"Saturday, August 31, 1968",139000
"Saturday, September 7, 1968",135000
"Saturday, September 14, 1968",141000
"Saturday, September 21, 1968",142000
"Saturday, September 28, 1968",143000
"Saturday, October 5, 1968",153000
"Saturday, October 12, 1968",151000
"Saturday, October 19, 1968",151000
"Saturday, October 26, 1968",152000
"Saturday, November 2, 1968",161000
"Saturday, November 9, 1968",174000
"Saturday, November 16, 1968",196000
"Saturday, November 23, 1968",211000
"Saturday, November 30, 1968",180000
"Saturday, December 7, 1968",223000
"Saturday, December 14, 1968",233000
"Saturday, December 21, 1968",243000
"Saturday, December 28, 1968",333000
"Saturday, January 4, 1969",290000
"Saturday, January 11, 1969",337000
"Saturday, January 18, 1969",265000
"Saturday, January 25, 1969",236000
"Saturday, February 1, 1969",250000
"Saturday, February 8, 1969",248000
"Saturday, February 15, 1969",219000
"Saturday, February 22, 1969",199000
"Saturday, March 1, 1969",206000
"Saturday, March 8, 1969",195000
"Saturday, March 15, 1969",179000
"Saturday, March 22, 1969",158000
"Saturday, March 29, 1969",157000
"Saturday, April 5, 1969",170000
"Saturday, April 12, 1969",187000
"Saturday, April 19, 1969",168000
"Saturday, April 26, 1969",151000
"Saturday, May 3, 1969",150000
"Saturday, May 10, 1969",157000
"Saturday, May 17, 1969",141000
"Saturday, May 24, 1969",138000
"Saturday, May 31, 1969",135000
"Saturday, June 7, 1969",148000
"Saturday, June 14, 1969",145000
"Saturday, June 21, 1969",155000
"Saturday, June 28, 1969",177000
"Saturday, July 5, 1969",267000
"Saturday, July 12, 1969",271000
"Saturday, July 19, 1969",246000
"Saturday, July 26, 1969",221000
"Saturday, August 2, 1969",223000
"Saturday, August 9, 1969",210000
"Saturday, August 16, 1969",168000
"Saturday, August 23, 1969",154000
"Saturday, August 30, 1969",144000
"Saturday, September 6, 1969",133000
"Saturday, September 13, 1969",149000
"Saturday, September 20, 1969",147000
"Saturday, September 27, 1969",147000
"Saturday, October 4, 1969",159000
"Saturday, October 11, 1969",168000
"Saturday, October 18, 1969",155000
"Saturday, October 25, 1969",171000
"Saturday, November 1, 1969",174000
"Saturday, November 8, 1969",206000
"Saturday, November 15, 1969",196000
"Saturday, November 22, 1969",230000
"Saturday, November 29, 1969",219000
"Saturday, December 6, 1969",247000
"Saturday, December 13, 1969",264000
"Saturday, December 20, 1969",289000
"Saturday, December 27, 1969",320000
"Saturday, January 3, 1970",344000
"Saturday, January 10, 1970",429000
"Saturday, January 17, 1970",386000
"Saturday, January 24, 1970",316000
"Saturday, January 31, 1970",293000
"Saturday, February 7, 1970",324000
"Saturday, February 14, 1970",308000
"Saturday, February 21, 1970",285000
"Saturday, February 28, 1970",241000
"Saturday, March 7, 1970",270000
"Saturday, March 14, 1970",258000
"Saturday, March 21, 1970",233000
"Saturday, March 28, 1970",236000
"Saturday, April 4, 1970",250000
"Saturday, April 11, 1970",300000
"Saturday, April 18, 1970",339000
"Saturday, April 25, 1970",299000
"Saturday, May 2, 1970",278000
"Saturday, May 9, 1970",279000
"Saturday, May 16, 1970",242000
"Saturday, May 23, 1970",231000
"Saturday, May 30, 1970",224000
"Saturday, June 6, 1970",234000
"Saturday, June 13, 1970",242000
"Saturday, June 20, 1970",245000
"Saturday, June 27, 1970",247000
"Saturday, July 4, 1970",309000
"Saturday, July 11, 1970",369000
"Saturday, July 18, 1970",353000
"Saturday, July 25, 1970",329000
"Saturday, August 1, 1970",293000
"Saturday, August 8, 1970",278000
"Saturday, August 15, 1970",257000
"Saturday, August 22, 1970",238000
"Saturday, August 29, 1970",220000
"Saturday, September 5, 1970",240000
"Saturday, September 12, 1970",207000
"Saturday, September 19, 1970",247000
"Saturday, September 26, 1970",256000
"Saturday, October 3, 1970",284000
"Saturday, October 10, 1970",287000
"Saturday, October 17, 1970",259000
"Saturday, October 24, 1970",280000
"Saturday, October 31, 1970",283000
"Saturday, November 7, 1970",333000
"Saturday, November 14, 1970",307000
"Saturday, November 21, 1970",333000
"Saturday, November 28, 1970",354000
"Saturday, December 5, 1970",378000
"Saturday, December 12, 1970",370000
"Saturday, December 19, 1970",354000
"Saturday, December 26, 1970",451000
"Saturday, January 2, 1971",443000
"Saturday, January 9, 1971",500000
"Saturday, January 16, 1971",452000
"Saturday, January 23, 1971",399000
"Saturday, January 30, 1971",353000
"Saturday, February 6, 1971",375000
"Saturday, February 13, 1971",333000
"Saturday, February 20, 1971",286000
"Saturday, February 27, 1971",289000
"Saturday, March 6, 1971",306000
"Saturday, March 13, 1971",275000
"Saturday, March 20, 1971",260000
"Saturday, March 27, 1971",261000
"Saturday, April 3, 1971",267000
"Saturday, April 10, 1971",278000
"Saturday, April 17, 1971",257000
"Saturday, April 24, 1971",248000
"Saturday, May 1, 1971",237000
"Saturday, May 8, 1971",260000
"Saturday, May 15, 1971",230000
"Saturday, May 22, 1971",231000
"Saturday, May 29, 1971",231000
"Saturday, June 5, 1971",232000
"Saturday, June 12, 1971",244000
"Saturday, June 19, 1971",249000
"Saturday, June 26, 1971",247000
"Saturday, July 3, 1971",288000
"Saturday, July 10, 1971",335000
"Saturday, July 17, 1971",367000
"Saturday, July 24, 1971",342000
"Saturday, July 31, 1971",340000
"Saturday, August 7, 1971",362000
"Saturday, August 14, 1971",282000
"Saturday, August 21, 1971",252000
"Saturday, August 28, 1971",228000
"Saturday, September 4, 1971",268000
"Saturday, September 11, 1971",219000
"Saturday, September 18, 1971",230000
"Saturday, September 25, 1971",236000
"Saturday, October 2, 1971",238000
"Saturday, October 9, 1971",280000
"Saturday, October 16, 1971",233000
"Saturday, October 23, 1971",251000
"Saturday, October 30, 1971",241000
"Saturday, November 6, 1971",297000
"Saturday, November 13, 1971",289000
"Saturday, November 20, 1971",291000
"Saturday, November 27, 1971",284000
"Saturday, December 4, 1971",372000
"Saturday, December 11, 1971",348000
"Saturday, December 18, 1971",329000
"Saturday, December 25, 1971",340000
"Saturday, January 1, 1972",405000
"Saturday, January 8, 1972",479000
"Saturday, January 15, 1972",395000
"Saturday, January 22, 1972",347000
"Saturday, January 29, 1972",326000
"Saturday, February 5, 1972",342000
"Saturday, February 12, 1972",318000
"Saturday, February 19, 1972",279000
"Saturday, February 26, 1972",252000
"Saturday, March 4, 1972",263000
"Saturday, March 11, 1972",257000
"Saturday, March 18, 1972",241000
"Saturday, March 25, 1972",231000
"Saturday, April 1, 1972",224000
"Saturday, April 8, 1972",271000
"Saturday, April 15, 1972",237000
"Saturday, April 22, 1972",223000
"Saturday, April 29, 1972",214000
"Saturday, May 6, 1972",234000
"Saturday, May 13, 1972",218000
"Saturday, May 20, 1972",210000
"Saturday, May 27, 1972",209000
"Saturday, June 3, 1972",198000
"Saturday, June 10, 1972",224000
"Saturday, June 17, 1972",227000
"Saturday, June 24, 1972",240000
"Saturday, July 1, 1972",327000
"Saturday, July 8, 1972",364000
"Saturday, July 15, 1972",367000
"Saturday, July 22, 1972",299000
"Saturday, July 29, 1972",266000
"Saturday, August 5, 1972",256000
"Saturday, August 12, 1972",220000
"Saturday, August 19, 1972",203000
"Saturday, August 26, 1972",195000
"Saturday, September 2, 1972",192000
"Saturday, September 9, 1972",178000
"Saturday, September 16, 1972",196000
"Saturday, September 23, 1972",193000
"Saturday, September 30, 1972",192000
"Saturday, October 7, 1972",233000
"Saturday, October 14, 1972",202000
"Saturday, October 21, 1972",214000
"Saturday, October 28, 1972",196000
"Saturday, November 4, 1972",242000
"Saturday, November 11, 1972",236000
"Saturday, November 18, 1972",280000
"Saturday, November 25, 1972",238000
"Saturday, December 2, 1972",268000
"Saturday, December 9, 1972",317000
"Saturday, December 16, 1972",323000
"Saturday, December 23, 1972",327000
"Saturday, December 30, 1972",338000
"Saturday, January 6, 1973",345000
"Saturday, January 13, 1973",412000
"Saturday, January 20, 1973",324000
"Saturday, January 27, 1973",267000
"Saturday, February 3, 1973",285000
"Saturday, February 10, 1973",276000
"Saturday, February 17, 1973",242000
"Saturday, February 24, 1973",220000
"Saturday, March 3, 1973",233000
"Saturday, March 10, 1973",227000
"Saturday, March 17, 1973",212000
"Saturday, March 24, 1973",209000
"Saturday, March 31, 1973",193000
"Saturday, April 7, 1973",244000
"Saturday, April 14, 1973",212000
"Saturday, April 21, 1973",211000
"Saturday, April 28, 1973",194000
"Saturday, May 5, 1973",214000
"Saturday, May 12, 1973",198000
"Saturday, May 19, 1973",189000
"Saturday, May 26, 1973",190000
"Saturday, June 2, 1973",173000
"Saturday, June 9, 1973",210000
"Saturday, June 16, 1973",198000
"Saturday, June 23, 1973",206000
"Saturday, June 30, 1973",215000
"Saturday, July 7, 1973",309000
"Saturday, July 14, 1973",270000
"Saturday, July 21, 1973",259000
"Saturday, July 28, 1973",265000
"Saturday, August 4, 1973",262000
"Saturday, August 11, 1973",238000
"Saturday, August 18, 1973",207000
"Saturday, August 25, 1973",190000
"Saturday, September 1, 1973",180000
"Saturday, September 8, 1973",177000
"Saturday, September 15, 1973",186000
"Saturday, September 22, 1973",187000
"Saturday, September 29, 1973",191000
"Saturday, October 6, 1973",210000
"Saturday, October 13, 1973",207000
"Saturday, October 20, 1973",208000
"Saturday, October 27, 1973",200000
"Saturday, November 3, 1973",230000
"Saturday, November 10, 1973",277000
"Saturday, November 17, 1973",261000
"Saturday, November 24, 1973",237000
"Saturday, December 1, 1973",299000
"Saturday, December 8, 1973",345000
"Saturday, December 15, 1973",340000
"Saturday, December 22, 1973",429000
"Saturday, December 29, 1973",461000
"Saturday, January 5, 1974",405000
"Saturday, January 12, 1974",584000
"Saturday, January 19, 1974",465000
"Saturday, January 26, 1974",373000
"Saturday, February 2, 1974",381000
"Saturday, February 9, 1974",459000
"Saturday, February 16, 1974",352000
"Saturday, February 23, 1974",296000
"Saturday, March 2, 1974",313000
"Saturday, March 9, 1974",310000
"Saturday, March 16, 1974",293000
"Saturday, March 23, 1974",285000
"Saturday, March 30, 1974",279000
"Saturday, April 6, 1974",288000
"Saturday, April 13, 1974",278000
"Saturday, April 20, 1974",256000
"Saturday, April 27, 1974",235000
"Saturday, May 4, 1974",243000
"Saturday, May 11, 1974",249000
"Saturday, May 18, 1974",238000
"Saturday, May 25, 1974",246000
"Saturday, June 1, 1974",209000
"Saturday, June 8, 1974",267000
"Saturday, June 15, 1974",255000
"Saturday, June 22, 1974",266000
"Saturday, June 29, 1974",285000
"Saturday, July 6, 1974",350000
"Saturday, July 13, 1974",351000
"Saturday, July 20, 1974",325000
"Saturday, July 27, 1974",333000
"Saturday, August 3, 1974",340000
"Saturday, August 10, 1974",318000
"Saturday, August 17, 1974",269000
"Saturday, August 24, 1974",260000
"Saturday, August 31, 1974",259000
"Saturday, September 7, 1974",253000
"Saturday, September 14, 1974",271000
"Saturday, September 21, 1974",283000
"Saturday, September 28, 1974",279000
"Saturday, October 5, 1974",325000
"Saturday, October 12, 1974",358000
"Saturday, October 19, 1974",324000
"Saturday, October 26, 1974",357000
"Saturday, November 2, 1974",375000
"Saturday, November 9, 1974",435000
"Saturday, November 16, 1974",450000
"Saturday, November 23, 1974",532000
"Saturday, November 30, 1974",524000
"Saturday, December 7, 1974",693000
"Saturday, December 14, 1974",637000
"Saturday, December 21, 1974",677000
"Saturday, December 28, 1974",813000
"Saturday, January 4, 1975",681000
"Saturday, January 11, 1975",969000
"Saturday, January 18, 1975",850000
"Saturday, January 25, 1975",729000
"Saturday, February 1, 1975",699000
"Saturday, February 8, 1975",691000
"Saturday, February 15, 1975",608000
"Saturday, February 22, 1975",567000
"Saturday, March 1, 1975",568000
"Saturday, March 8, 1975",569000
"Saturday, March 15, 1975",494000
"Saturday, March 22, 1975",499000
"Saturday, March 29, 1975",477000
"Saturday, April 5, 1975",505000
"Saturday, April 12, 1975",496000
"Saturday, April 19, 1975",456000
"Saturday, April 26, 1975",429000
"Saturday, May 3, 1975",420000
"Saturday, May 10, 1975",432000
"Saturday, May 17, 1975",410000
"Saturday, May 24, 1975",391000
"Saturday, May 31, 1975",360000
"Saturday, June 7, 1975",443000
"Saturday, June 14, 1975",422000
"Saturday, June 21, 1975",428000
"Saturday, June 28, 1975",407000
"Saturday, July 5, 1975",460000
"Saturday, July 12, 1975",517000
"Saturday, July 19, 1975",481000
"Saturday, July 26, 1975",471000
"Saturday, August 2, 1975",462000
"Saturday, August 9, 1975",429000
"Saturday, August 16, 1975",367000
"Saturday, August 23, 1975",353000
"Saturday, August 30, 1975",332000
"Saturday, September 6, 1975",331000
"Saturday, September 13, 1975",341000
"Saturday, September 20, 1975",336000
"Saturday, September 27, 1975",342000
"Saturday, October 4, 1975",365000
"Saturday, October 11, 1975",385000
"Saturday, October 18, 1975",332000
"Saturday, October 25, 1975",372000
"Saturday, November 1, 1975",378000
"Saturday, November 8, 1975",414000
"Saturday, November 15, 1975",371000
"Saturday, November 22, 1975",419000
"Saturday, November 29, 1975",403000
"Saturday, December 6, 1975",487000
"Saturday, December 13, 1975",456000
"Saturday, December 20, 1975",463000
"Saturday, December 27, 1975",573000
"Saturday, January 3, 1976",540000
"Saturday, January 10, 1976",708000
"Saturday, January 17, 1976",563000
"Saturday, January 24, 1976",486000
"Saturday, January 31, 1976",450000
"Saturday, February 7, 1976",452000
"Saturday, February 14, 1976",391000
"Saturday, February 21, 1976",367000
"Saturday, February 28, 1976",353000
"Saturday, March 6, 1976",366000
"Saturday, March 13, 1976",343000
"Saturday, March 20, 1976",330000
"Saturday, March 27, 1976",314000
"Saturday, April 3, 1976",334000
"Saturday, April 10, 1976",366000
"Saturday, April 17, 1976",316000
"Saturday, April 24, 1976",311000
"Saturday, May 1, 1976",313000
"Saturday, May 8, 1976",345000
"Saturday, May 15, 1976",308000
"Saturday, May 22, 1976",311000
"Saturday, May 29, 1976",310000
"Saturday, June 5, 1976",307000
"Saturday, June 12, 1976",351000
"Saturday, June 19, 1976",342000
"Saturday, June 26, 1976",339000
"Saturday, July 3, 1976",401000
"Saturday, July 10, 1976",445000
"Saturday, July 17, 1976",455000
"Saturday, July 24, 1976",418000
"Saturday, July 31, 1976",401000
"Saturday, August 7, 1976",373000
"Saturday, August 14, 1976",329000
"Saturday, August 21, 1976",320000
"Saturday, August 28, 1976",301000
"Saturday, September 4, 1976",321000
"Saturday, September 11, 1976",280000
"Saturday, September 18, 1976",320000
"Saturday, September 25, 1976",327000
"Saturday, October 2, 1976",332000
"Saturday, October 9, 1976",388000
"Saturday, October 16, 1976",325000
"Saturday, October 23, 1976",361000
"Saturday, October 30, 1976",370000
"Saturday, November 6, 1976",387000
"Saturday, November 13, 1976",363000
"Saturday, November 20, 1976",430000
"Saturday, November 27, 1976",369000
"Saturday, December 4, 1976",500000
"Saturday, December 11, 1976",494000
"Saturday, December 18, 1976",434000
"Saturday, December 25, 1976",466000
"Saturday, January 1, 1977",558000
"Saturday, January 8, 1977",685000
"Saturday, January 15, 1977",597000
"Saturday, January 22, 1977",589000
"Saturday, January 29, 1977",518000
"Saturday, February 5, 1977",704000
"Saturday, February 12, 1977",552000
"Saturday, February 19, 1977",422000
"Saturday, February 26, 1977",360000
"Saturday, March 5, 1977",367000
"Saturday, March 12, 1977",335000
"Saturday, March 19, 1977",321000
"Saturday, March 26, 1977",298000
"Saturday, April 2, 1977",296000
"Saturday, April 9, 1977",367000
"Saturday, April 16, 1977",316000
"Saturday, April 23, 1977",314000
"Saturday, April 30, 1977",305000
"Saturday, May 7, 1977",333000
"Saturday, May 14, 1977",309000
"Saturday, May 21, 1977",293000
"Saturday, May 28, 1977",298000
"Saturday, June 4, 1977",283000
"Saturday, June 11, 1977",308000
"Saturday, June 18, 1977",310000
"Saturday, June 25, 1977",321000
"Saturday, July 2, 1977",348000
"Saturday, July 9, 1977",431000
"Saturday, July 16, 1977",424000
"Saturday, July 23, 1977",391000
"Saturday, July 30, 1977",380000
"Saturday, August 6, 1977",379000
"Saturday, August 13, 1977",319000
"Saturday, August 20, 1977",298000
"Saturday, August 27, 1977",282000
"Saturday, September 3, 1977",289000
"Saturday, September 10, 1977",260000
"Saturday, September 17, 1977",289000
"Saturday, September 24, 1977",293000
"Saturday, October 1, 1977",275000
"Saturday, October 8, 1977",345000
"Saturday, October 15, 1977",287000
"Saturday, October 22, 1977",322000
"Saturday, October 29, 1977",309000
"Saturday, November 5, 1977",352000
"Saturday, November 12, 1977",310000
"Saturday, November 19, 1977",367000
"Saturday, November 26, 1977",342000
"Saturday, December 3, 1977",430000
"Saturday, December 10, 1977",448000
"Saturday, December 17, 1977",412000
"Saturday, December 24, 1977",450000
"Saturday, December 31, 1977",535000
"Saturday, January 7, 1978",559000
"Saturday, January 14, 1978",579000
"Saturday, January 21, 1978",500000
"Saturday, January 28, 1978",445000
"Saturday, February 4, 1978",447000
"Saturday, February 11, 1978",438000
"Saturday, February 18, 1978",455000
"Saturday, February 25, 1978",372000
"Saturday, March 4, 1978",360000
"Saturday, March 11, 1978",342000
"Saturday, March 18, 1978",302000
"Saturday, March 25, 1978",280000
"Saturday, April 1, 1978",278000
"Saturday, April 8, 1978",338000
"Saturday, April 15, 1978",279000
"Saturday, April 22, 1978",277000
"Saturday, April 29, 1978",269000
"Saturday, May 6, 1978",291000
"Saturday, May 13, 1978",268000
"Saturday, May 20, 1978",266000
"Saturday, May 27, 1978",256000
"Saturday, June 3, 1978",242000
"Saturday, June 10, 1978",292000
"Saturday, June 17, 1978",287000
"Saturday, June 24, 1978",297000
"Saturday, July 1, 1978",347000
"Saturday, July 8, 1978",428000
"Saturday, July 15, 1978",421000
"Saturday, July 22, 1978",387000
"Saturday, July 29, 1978",371000
"Saturday, August 5, 1978",376000
"Saturday, August 12, 1978",326000
"Saturday, August 19, 1978",287000
"Saturday, August 26, 1978",264000
"Saturday, September 2, 1978",249000
"Saturday, September 9, 1978",246000
"Saturday, September 16, 1978",262000
"Saturday, September 23, 1978",254000
"Saturday, September 30, 1978",249000
"Saturday, October 7, 1978",323000
"Saturday, October 14, 1978",262000
"Saturday, October 21, 1978",287000
"Saturday, October 28, 1978",280000
"Saturday, November 4, 1978",302000
"Saturday, November 11, 1978",286000
"Saturday, November 18, 1978",345000
"Saturday, November 25, 1978",350000
"Saturday, December 2, 1978",427000
"Saturday, December 9, 1978",427000
"Saturday, December 16, 1978",390000
"Saturday, December 23, 1978",447000
"Saturday, December 30, 1978",515000
"Saturday, January 6, 1979",559000
"Saturday, January 13, 1979",680000
"Saturday, January 20, 1979",488000
"Saturday, January 27, 1979",423000
"Saturday, February 3, 1979",424000
"Saturday, February 10, 1979",418000
"Saturday, February 17, 1979",384000
"Saturday, February 24, 1979",364000
"Saturday, March 3, 1979",358000
"Saturday, March 10, 1979",346000
"Saturday, March 17, 1979",315000
"Saturday, March 24, 1979",296000
"Saturday, March 31, 1979",300000
"Saturday, April 7, 1979",449000
"Saturday, April 14, 1979",424000
"Saturday, April 21, 1979",340000
"Saturday, April 28, 1979",303000
"Saturday, May 5, 1979",307000
"Saturday, May 12, 1979",290000
"Saturday, May 19, 1979",280000
"Saturday, May 26, 1979",287000
"Saturday, June 2, 1979",262000
"Saturday, June 9, 1979",322000
"Saturday, June 16, 1979",312000
"Saturday, June 23, 1979",343000
"Saturday, June 30, 1979",366000
"Saturday, July 7, 1979",458000
"Saturday, July 14, 1979",446000
"Saturday, July 21, 1979",445000
"Saturday, July 28, 1979",417000
"Saturday, August 4, 1979",428000
"Saturday, August 11, 1979",360000
"Saturday, August 18, 1979",329000
"Saturday, August 25, 1979",313000
"Saturday, September 1, 1979",312000
"Saturday, September 8, 1979",285000
"Saturday, September 15, 1979",311000
"Saturday, September 22, 1979",309000
"Saturday, September 29, 1979",303000
"Saturday, October 6, 1979",379000
"Saturday, October 13, 1979",335000
"Saturday, October 20, 1979",342000
"Saturday, October 27, 1979",353000
"Saturday, November 3, 1979",372000
"Saturday, November 10, 1979",392000
"Saturday, November 17, 1979",401000
"Saturday, November 24, 1979",379000
"Saturday, December 1, 1979",513000
"Saturday, December 8, 1979",521000
"Saturday, December 15, 1979",455000
"Saturday, December 22, 1979",580000
"Saturday, December 29, 1979",596000
"Saturday, January 5, 1980",574000
"Saturday, January 12, 1980",804000
"Saturday, January 19, 1980",648000
"Saturday, January 26, 1980",515000
"Saturday, February 2, 1980",471000
"Saturday, February 9, 1980",493000
"Saturday, February 16, 1980",418000
"Saturday, February 23, 1980",415000
"Saturday, March 1, 1980",407000
"Saturday, March 8, 1980",413000
"Saturday, March 15, 1980",398000
"Saturday, March 22, 1980",392000
"Saturday, March 29, 1980",399000
"Saturday, April 5, 1980",451000
"Saturday, April 12, 1980",535000
"Saturday, April 19, 1980",495000
